name,series_id,serial_number,rarity
"Erza, Top Female Magician of Fairy Tail",88,FT/S09-017,C
"Makarov, Ten Wizard Saints",88,FT/S09-018,C
"Mystogan, S-Level Magician",88,FT/S09-019,C
"""No Longer Lost"" Erza",88,FT/S09-020,C
"Mirajane, Fairy Tail Mascot",88,FT/S09-038,C
"""Beast Arm"" Elfman",88,FT/S09-039,C
Lucy Heartfilia,88,FT/S09-040,C
Sol of the Land,88,FT/S09-041,C
Lucy in Maid Outfit,88,FT/S09-042,C
"""Speaks with Fists"" Elfman",88,FT/S09-043,C
Lucy & Happy,88,FT/S09-044,C
Virgo the Virgo,88,FT/S09-045,C
"Natsu, Always Full Strength",88,FT/S09-063,C
Happy,88,FT/S09-064,C
Natsu Dragneel,88,FT/S09-065,C
"Happy, Natsu's Partner",88,FT/S09-066,C
"Natsu, Young Dragon",88,FT/S09-067,C
"Natsu, Surprisingly Calm",88,FT/S09-068,C
Totomaru of the Conflagration,88,FT/S09-069,C
"Gajeel, Iron Dragon Slayer Mage",88,FT/S09-070,C
"Gray, Lyon's Junior",88,FT/S09-088,C
"Lyon, Sub-Zero Emperor",88,FT/S09-089,C
"""New Target"" Gray",88,FT/S09-090,C
Cana Alberona,88,FT/S09-091,C
"Gray, Ice Magic",88,FT/S09-092,C
"Cana, Magical Cards",88,FT/S09-093,C
"Siegrain, Young Council Member",88,FT/S09-094,C
"Juvia, Phantom Magician",88,FT/S09-095,C
Fairy Tail!!!!!!,88,FT/S09-024,CC
Circle Sword,88,FT/S09-025,CC
DEAR KABY,88,FT/S09-049,CC
Force Gate Closure,88,FT/S09-050,CC
Roar of the Fire Dragon,88,FT/S09-074,CC
Roar of the Iron Dragon,88,FT/S09-075,CC
Ice Cannon,88,FT/S09-099,CC
Water Lock,88,FT/S09-100,CC
Blumenblatt,88,FT/S09-023,CR
Celestial Power,88,FT/S09-048,CR
Brilliant Flames of the Fire Dragon,88,FT/S09-073,CR
Ice Geyser,88,FT/S09-098,CR
"Lucy, Guidance of Celestial Spirit",88,FT/S09-106,PR
"Natsu, Flames of Feelings",88,FT/S09-107,PR
"Plue, Pet Celestial Spirit",88,FT/S09-108,PR
"Wendy, Magician of Cait Shelter",88,FT/S09-109,PR
Natsu & Lucy & Happy,88,FT/S09-110,PR
"""Gangster"" Natsu",88,FT/S09-111,PR
"""Gangster"" Lucy",88,FT/S09-112,PR
"Erza, Extremely Close Type",88,FT/S09-003,R
"""Black Wing Armor"" Erza",88,FT/S09-004,R
"""Flame Empress Armor"" Erza",88,FT/S09-005,R
"""Heaven's Wheel Armor"" Erza",88,FT/S09-006,R
"Laxus, Grandson of Makarov",88,FT/S09-007,R
"Lucy, Lady of Heartfilia Zaibatsu ",88,FT/S09-028,R
"Lucy, Literature Girl",88,FT/S09-029,R
"Lucy, Still A Rookie",88,FT/S09-030,R
"Lucy, Daughter of Heartfilia Household",88,FT/S09-031,R
"Lucy, Holder Type Magician",88,FT/S09-032,R
Natsu & Happy,88,FT/S09-053,R
Erza Scarlet,88,FT/S09-054,R
Gajeel of Iron Dragon,88,FT/S09-055,R
"Natsu, Power of Dragon",88,FT/S09-056,R
"Gajeel, Strongest Man of Phantom Lord",88,FT/S09-057,R
"Gray, Ur's Apprentice",88,FT/S09-078,R
"""Ur's Teaching"" Gray",88,FT/S09-079,R
"Ur, Gray's Master",88,FT/S09-080,R
"Gray, Stripping Habit",88,FT/S09-081,R
"Gray, Fairy Tail Magician",88,FT/S09-082,R
"Erza, Magical Swordsman",88,FT/S09-001,RR
"Erza, Titania",88,FT/S09-002,RR
"Lucy, Rookie Magician",88,FT/S09-026,RR
"Lucy, Fairy Tail Magician",88,FT/S09-027,RR
"Natsu, Living by Instinct",88,FT/S09-051,RR
"Natsu, Fairy Tail Magician",88,FT/S09-052,RR
Juvia Lockser,88,FT/S09-076,RR
Gray Fullbuster,88,FT/S09-077,RR
"Lucy, Cute Celestial Spirit Summoner",88,FT/S09-101,TD
"Erza, Armor Mage",88,FT/S09-102,TD
"Natsu, Flame Mage",88,FT/S09-103,TD
The Day that Happy Was Born,88,FT/S09-104,TD
"Gray, Ice Shaper Mage",88,FT/S09-105,TD
"Mirajane, Fairy Tail Mascot",88,FT/S09-T01,TD
Lucy Heartfilia,88,FT/S09-T02,TD
Lucy in Maid Outfit,88,FT/S09-T03,TD
"""Speaks with Fists"" Elfman",88,FT/S09-T04,TD
Lucy & Happy,88,FT/S09-T05,TD
Virgo the Virgo,88,FT/S09-T06,TD
DEAR KABY,88,FT/S09-T07,TD
Happy,88,FT/S09-T08,TD
Natsu Dragneel,88,FT/S09-T09,TD
"Natsu, Young Dragon",88,FT/S09-T10,TD
"Gajeel, Iron Dragon Slayer Mage",88,FT/S09-T11,TD
"Natsu, Fire Dragon Slayer Mage",88,FT/S09-T12,TD
S-Level Quest,88,FT/S09-T13,TD
Roar of the Fire Dragon,88,FT/S09-T14,TD
"Erza, S-Level Magician",88,FT/S09-008,U
Aria of the Sky,88,FT/S09-009,U
"Erza, Large Luggage",88,FT/S09-010,U
"Porlyusica, Healing Magician",88,FT/S09-011,U
"Master Jose, Phantom Lord",88,FT/S09-012,U
Destroying the Moon!?,88,FT/S09-021,U
Fairy Law,88,FT/S09-022,U
Lisanna,88,FT/S09-033,U
"Aquarius, Aquarius",88,FT/S09-034,U
"Mirajane, Former S-Level Magician",88,FT/S09-035,U
"Loke, Ring Magic",88,FT/S09-036,U
"Lucy, Celestial Magician",88,FT/S09-037,U
Key to the Gate,88,FT/S09-046,U
Changeling,88,FT/S09-047,U
Gajeel Redfox,88,FT/S09-058,U
"Natsu, Trouble Child",88,FT/S09-059,U
"Natsu, Child Raised as Dragon",88,FT/S09-060,U
"Natsu & Happy, Childhood",88,FT/S09-061,U
"Natsu, Flame Dragon Slayer Mage",88,FT/S09-062,U
S-Level Quest,88,FT/S09-071,U
Dragon Egg,88,FT/S09-072,U
Juvia of the Great Sea,88,FT/S09-083,U
"Juvia, Maiden in Love",88,FT/S09-084,U
"Gray, Natsu's Quarrel Partner",88,FT/S09-085,U
"Gray, Determined",88,FT/S09-086,U
"""Ur's Tear"" Ultear",88,FT/S09-087,U
Moon Drip,88,FT/S09-096,U
Banquet of Demons,88,FT/S09-097,U
"Shiki, Hating Rumors",89,MB/S10-013,C
"Ren, Black Cat",89,MB/S10-014,C
"Arcueid, Vampire",89,MB/S10-015,C
Shiki Tohno,89,MB/S10-016,C
Ren,89,MB/S10-017,C
"Arcueid, True-Ancestor-Killer True Ancestor",89,MB/S10-018,C
Berserking Arcueid,89,MB/S10-019,C
Shiki Nanaya,89,MB/S10-020,C
"Sion, Riesbyfe's Friend",89,MB/S10-038,C
"""27 Dead Apostle Ancestors"" Night of Wallachia",89,MB/S10-039,C
Miyako Arima,89,MB/S10-040,C
Riesbyfe Stridberg,89,MB/S10-041,C
"Sion, Atlas Academy Resident",89,MB/S10-042,C
"Riesbyfe, Sion's Friend",89,MB/S10-043,C
"Sion, Vampire",89,MB/S10-044,C
Sand of Osiris,89,MB/S10-045,C
Hisui,89,MB/S10-063,C
Kohaku & Hisui in China Dress,89,MB/S10-064,C
"Hisui & Kohaku, Good Sisters",89,MB/S10-065,C
Akiha in Pajama,89,MB/S10-066,C
"Hisui, Shiki's Attendant",89,MB/S10-067,C
"""Crimson Red Vermillion"" Akiha",89,MB/S10-068,C
Akiha in Uniform,89,MB/S10-069,C
Kouma Kishima,89,MB/S10-070,C
"Satsuki, Newborn Unfortunate Vampire",89,MB/S10-088,C
"""Heretic Hunter"" Ciel",89,MB/S10-089,C
"Aoko, Magician",89,MB/S10-090,C
"Ciel, Holy Scripture Holder",89,MB/S10-091,C
Michael Roa Valdamjong,89,MB/S10-092,C
Neko-Arc Chaos,89,MB/S10-093,C
"""Miss Blue"" Aoko",89,MB/S10-094,C
Nrvnqsr Chaos,89,MB/S10-095,C
Seventeen Cuts,89,MB/S10-024,CC
Dreams of Bubbles,89,MB/S10-025,CC
Barrel Replica,89,MB/S10-049,CC
For My Friend,89,MB/S10-050,CC
Crimson Lord Ubiquitous Rebirth: Scarlet Flame Hammer,89,MB/S10-074,CC
Bond of Sisters,89,MB/S10-075,CC
Seventh Holy Scripture,89,MB/S10-099,CC
Extermination of Dead Apostles,89,MB/S10-100,CC
Marble Phantasm,89,MB/S10-023,CR
True Apocrypha Gamaliel,89,MB/S10-048,CR
Crimson Lord: Origami,89,MB/S10-073,CR
Reality Marble: Depletion Garden,89,MB/S10-098,CR
Melty Blood,89,MB/S10-106,PR
"Akiha, True Lady",89,MB/S10-107,PR
"Shion, Study of Knowledge",89,MB/S10-108,PR
"White Len, Dream Manipulator",89,MB/S10-109,PR
"""New Tatari"" Vampire Shion",89,MB/S10-110,PR
"Hisui, Order of the House",89,MB/S10-111,PR
Ren on a Certain Day,89,MB/S10-003,R
"Arcueid, Tyrant",89,MB/S10-004,R
"Berserking Arcueid, Fallen True Ancestor",89,MB/S10-005,R
"""Mystic Eyes of Death Perception"" Shiki",89,MB/S10-006,R
"Shiki, Adopted Son of Tohno Household",89,MB/S10-007,R
Sion Eltnam Atlasia,89,MB/S10-028,R
"Riesbyfe, Maiden of Holy Shield",89,MB/S10-029,R
"""Back-Alley Alliance"" Sion",89,MB/S10-030,R
"Miyako, Oldest Daughter of Arima Household",89,MB/S10-031,R
"Sion, Spiritual Hacker",89,MB/S10-032,R
"Kohaku, Japanese Apron Devil",89,MB/S10-053,R
"""Mixed Blood"" Akiha",89,MB/S10-054,R
"Kohaku, Cheerful Housekeeper",89,MB/S10-055,R
"Akiha, Student of Asagami Private Girls Academy",89,MB/S10-056,R
"Hisui, Maid of the Tohno Household",89,MB/S10-057,R
"Ciel, No.7 of the Burial Agency",89,MB/S10-078,R
"Aoko, Successor of Fifth Magic",89,MB/S10-079,R
"""Chaos"" Nrvnqsr Chaos",89,MB/S10-080,R
Ciel. Acting Executioner,89,MB/S10-081,R
Ciel,89,MB/S10-082,R
"White Ren, Fairy of the Snow Plains",89,MB/S10-001,RR
"Arcueid, Royalty of True Ancestors",89,MB/S10-002,RR
"""Memory Partition"" Sion",89,MB/S10-026,RR
"Riesbyfe, Paladin",89,MB/S10-027,RR
Akiha Tohno,89,MB/S10-051,RR
"Hisui, Maid who Loves Cleanliness",89,MB/S10-052,RR
"Ciel, User of Black Keys",89,MB/S10-076,RR
"Satsuki, Vampire for Justice",89,MB/S10-077,RR
"Arcueid, Naive And Romatic",89,MB/S10-101,TD
"Ren, Familiar",89,MB/S10-102,TD
Shall We Play Around for a While?,89,MB/S10-103,TD
"Sion, Alchemist",89,MB/S10-104,TD
"White Ren, Familiar",89,MB/S10-105,TD
"Arcueid, Vampire",89,MB/S10-T01,TD
Shiki Tohno,89,MB/S10-T02,TD
Ren,89,MB/S10-T03,TD
Arcuied Brunestud,89,MB/S10-T04,TD
"Arcueid, Princess of Shinso",89,MB/S10-T05,TD
Seventeen Cuts,89,MB/S10-T06,TD
Miyako Arima,89,MB/S10-T07,TD
Riesbyfe Stridberg,89,MB/S10-T08,TD
"Sion, Atlas Academy Resident",89,MB/S10-T09,TD
"Sion, Vampire",89,MB/S10-T10,TD
"Miyako, Eight Extremities Fists",89,MB/S10-T11,TD
"Vampire Sion, Successor to TATARI",89,MB/S10-T12,TD
Barrel Replica,89,MB/S10-T13,TD
White Ren,89,MB/S10-008,U
"Arcueid, Blood-lusting",89,MB/S10-009,U
Arcueid Brunestud,89,MB/S10-010,U
"Ren, Dream Demon",89,MB/S10-011,U
"Arcueid, Princess of True Ancestors",89,MB/S10-012,U
Cat of the Universe,89,MB/S10-021,U
Pride of the Nanayas,89,MB/S10-022,U
Mecha-Hisui,89,MB/S10-033,U
Neko-Arc,89,MB/S10-034,U
Night of Wallachia,89,MB/S10-035,U
"Miyako, Eight Extremities Fists",89,MB/S10-036,U
"Vampire Sion, Successor to TATARI",89,MB/S10-037,U
"""New"" Tatari",89,MB/S10-046,U
By Your Hand...,89,MB/S10-047,U
"Akiha, Head of the Tohno Household",89,MB/S10-058,U
"Hisui, Thinking of Big Sister",89,MB/S10-059,U
"""Doctor Amber"" Kohaku",89,MB/S10-060,U
"Kohaku, Maid of the Tohno Household",89,MB/S10-061,U
G Akiha,89,MB/S10-062,U
Humanities Master Plan,89,MB/S10-071,U
End of Dreams,89,MB/S10-072,U
"Ciel, Shiki's Senpai",89,MB/S10-083,U
Satsuki Yumizuka,89,MB/S10-084,U
"""Back-Alley Alliance"" Satsuki",89,MB/S10-085,U
"Ciel, Big Curry Lover",89,MB/S10-086,U
"Aoko, Destruction Specialized Magician",89,MB/S10-087,U
TATARI Returns,89,MB/S10-096,U
Beast of 666,89,MB/S10-097,U
"""Unrivaled Bravery"" Masamune Date",91,SB/SE05-33,R
"""Dual Firearms"" Nouhime",91,SB/SE05-03,C
"""Broken Bond"" Nagamasa & Oichi",91,SB/SE05-04,C
Grand Order of Samurai Dictatorship,91,SB/SE05-05,C
"""Center Pillar"" Toshiie Maeda",91,SB/SE05-11,C
"""Kabuki"" Keiji Maeda",91,SB/SE05-12,C
"""Rare Strategist"" Motonari Mouri",91,SB/SE05-13,C
"""Invade in Stealth"" Hanbei Takenaka",91,SB/SE05-14,C
"""First of Conqueror"" Hideyoshi Toyotomi",91,SB/SE05-15,C
"""Supreme King of Sengoku"" Hideyoshi Toyotomi",91,SB/SE05-16,C
"""Driving the Sengoku"" Keiji Maeda",91,SB/SE05-17,C
"""Stubborn Will"" Motonari Mouri",91,SB/SE05-18,C
Matsu's Cooking,91,SB/SE05-19,C
Return to Chaos!,91,SB/SE05-20,C
"""Lord of Shikoku"" Motochika Chousokabe",91,SB/SE05-25,C
"""Blazing Soul"" Yukimura Sanada",91,SB/SE05-26,C
"""Naive Personality"" Yukimura Sanada",91,SB/SE05-27,C
"""Six-Claw"" Masamune & ""Twin Lance"" Yukimura",91,SB/SE05-28,C
"""Movile Fortress Fugaku"" Motochika Chosokabe",91,SB/SE05-29,C
"""Secrecy Running on the Battlefield"" Sasuke Sarutobi",91,SB/SE05-30,C
Attack the Odawara Castle!,91,SB/SE05-31,C
Duel to the Death,91,SB/SE05-32,C
"""Young And Charismatic"" Masamune Date",91,SB/SE05-37,C
"""Dragon's Claw"" Masamune Date",91,SB/SE05-38,C
"""One-Eyed Dragon of Ou"" Masamune Date",91,SB/SE05-39,C
"""Avatar of Vaisravana"" Kenshin Uesugi",91,SB/SE05-40,C
"""Uesugi Army"" Kasuga",91,SB/SE05-41,C
"""Confidant of One-Eyed Dragon"" Kojuro Katakura",91,SB/SE05-42,C
"""God of War"" Kenshin & ""Sword"" Kasuga",91,SB/SE05-43,C
"""Twin Dragons"" Masamune & Kojuro",91,SB/SE05-44,C
Azure Oni,91,SB/SE05-45,C
"""Helm of Crescent Moon"" Masamune Date",91,SB/SE05-46,PR
"""Crazed Aura"" Mitsuhide Akechi",91,SB/SE05-01,R
"""Demon King of the Sengoku"" Nobunaga Oda",91,SB/SE05-02,R
"""The One Who Cuts A Path"" Keiji Maeda",91,SB/SE05-06,R
"""Cold-Blooded General"" Motonari Mouri",91,SB/SE05-07,R
"""Strategist of Toyotomi"" Hanbei Takenaka",91,SB/SE05-08,R
"""Good Mother And Wife"" Matsu",91,SB/SE05-09,R
"""Commander-in-Chief of Toyotomi Army"" Hideyoshi",91,SB/SE05-10,R
"""Young Fierce General"" Yukimura Sanada",91,SB/SE05-21,R
"""Custom of Pirates"" Motochika Chousokabe",91,SB/SE05-22,R
"""Tiger of Kai"" Shingen Takeda",91,SB/SE05-23,R
"""Crimson Flame"" Yukimura Sanada",91,SB/SE05-24,R
"""Calm And Composed"" Kojuro Katakura",91,SB/SE05-34,R
"""Strategist of the Date Troops"" Kojuro Katakura",91,SB/SE05-35,R
"""Azure Lightning"" Masamune Date",91,SB/SE05-36,R
"Aisia, Girl who Forgot the World",92,DC/WE08-03,C
"Sakura, Rumored Transfer Student",92,DC/WE08-04,C
Heyo Brother,92,DC/WE08-05,C
"Akane, A Bit of Memories",92,DC/WE08-07,C
"Koko, Light Music Club",92,DC/WE08-08,C
"Nanaka, Courage to be Truthful",92,DC/WE08-09,C
"Erica, Young Student Council President",92,DC/WE08-12,C
"""Hidden Mode"" Nemu",92,DC/WE08-13,C
Mako & Moe in Swimsuits,92,DC/WE08-16,C
"Anzu, Ingenuinity and Strategies",92,DC/WE08-17,C
A Romantic Kiss,92,DC/WE08-18,C
"Mahiru, Example Lover",92,DC/WE08-20,C
Not a Dream,92,DC/WE08-21,C
Miaki Sawai,92,DC/WE08-22,C
Banana Food's End,92,DC/WE08-24,C
"Maya Sawai, Ideal Student and Chairman",92,DC/WE08-25,C
Wedding Ceremony Songstress,92,DC/WE08-26,C
Dream of a Lost Child,92,DC/WE08-27,C
Nemu & Sakura in Swimsuits,92,DC/WE08-29,C
Yume & Sakura in Swimsuits,92,DC/WE08-30,C
Izumiko in Swimsuit,92,DC/WE08-31,C
Koko in Swimsuit,92,DC/WE08-34,C
Nanaka & Yume in Swimsuits,92,DC/WE08-35,C
Tamaki in Swimsuit,92,DC/WE08-36,C
Watermelon Smashing,92,DC/WE08-37,C
Miharu in Swimsuit,92,DC/WE08-39,C
Yume in Swimsuit,92,DC/WE08-40,C
Bath with Cat,92,DC/WE08-41,C
Maya in Swimsuit,92,DC/WE08-44,C
Playing in the Creek!,92,DC/WE08-45,C
"Mahiru, Sending Souls",92,DC/WE08-48,C
Luxurious Worry,92,DC/WE08-49,C
Selfish Aisia,92,DC/WE08-50,C
"Nanaka, Songstress",92,DC/WE08-52,C
"Koko, Halloween",92,DC/WE08-53,C
Let's Eat Together,92,DC/WE08-54,C
"Minatsu, Tossing Beans",92,DC/WE08-56,C
"Yume, Moon Watching",92,DC/WE08-57,C
"Erica, Sleepwalking",92,DC/WE08-58,C
"Maya, Volunteer Miko",92,DC/WE08-60,C
"Sorry. And, thank you",92,DC/WE08-62,C
Chairman's Miko Outfit,92,DC/WE08-63,C
Sakura Yoshino,92,DC/WE08-64,C
Resolution,92,DC/WE08-65,C
Akana Hanasaki,92,DC/WE08-66,C
Miss Kazami Academy Contest,92,DC/WE08-67,C
Robot Miharu,92,DC/WE08-68,C
Miharu & Nemu,92,DC/WE08-69,C
White Christmas,92,DC/WE08-70,C
Banana Parfait,92,DC/WE08-71,C
Doll Play,92,DC/WE08-72,C
"Otome, Perfect Onee-chan",92,DC/WE08-01,R
"Mahiru, Returned Girlfriend",92,DC/WE08-02,R
Kotori in the Choir,92,DC/WE08-06,R
"Yume, Little Sister who isn't True to Herself",92,DC/WE08-10,R
"Minatsu, Student of Kazami Academy",92,DC/WE08-11,R
"Maya, Dressed Up",92,DC/WE08-14,R
"Mayuki, Easily Embarassed",92,DC/WE08-15,R
"Aisia, Freeloader of Yoshino Household",92,DC/WE08-19,R
"Erica, Enjoying the Date",92,DC/WE08-23,R
Otome in Swimsuit,92,DC/WE08-28,R
Nanaka in Swimsuit,92,DC/WE08-32,R
Kotori in Swimsuit,92,DC/WE08-33,R
Nemu in Swimsuit,92,DC/WE08-38,R
"Anzu, Little Devil",92,DC/WE08-42,R
Alice in Swimsuit,92,DC/WE08-43,R
Aisia in Santa Suit,92,DC/WE08-46,R
"Otome, Doll",92,DC/WE08-47,R
"Akane, Going on a Trip",92,DC/WE08-51,R
Erica in Swimsuit,92,DC/WE08-55,R
"Anzu, Wishing upon a Star",92,DC/WE08-59,R
Mayuki in the Hydrangea Field,92,DC/WE08-61,R
Fate with Bardiche Assault,93,NA/W12-007,R
"Nanoha, Injured",93,NA/W12-055,R
Nanoha with Raising Heart Exelion,93,NA/W12-057,R
"Hayate, King of the Night Sky",93,NA/W12-081,R
Vita & Zafira,93,NA/W12-059,U
"""Fate T"" Liete Lotte",93,NA/W12-013,C
"Arf, Extremely Rough",93,NA/W12-014,C
Confused Fate,93,NA/W12-015,C
Fate Vs. Signum,93,NA/W12-016,C
Playing Fate & Arf,93,NA/W12-017,C
"Precia, Kind Mother",93,NA/W12-018,C
Signum of the Yagami Household,93,NA/W12-019,C
Swarm of Questions,93,NA/W12-022,C
Amy Limietta,93,NA/W12-038,C
"Alisa & Suzuka, 9th Graders",93,NA/W12-039,C
"""Big Brother"" Chrono",93,NA/W12-040,C
"Lindy, Kind Mother",93,NA/W12-041,C
Alisa & Suzuka,93,NA/W12-042,C
"Lindy, Unrivaled Sweet Tooth",93,NA/W12-043,C
"Suzuka, Loves Readin",93,NA/W12-044,C
Budding Friendship,93,NA/W12-047,C
Nanoha & Yuuno,93,NA/W12-063,C
"""Wolkenritter"" Vita",93,NA/W12-064,C
"Vita, Petite",93,NA/W12-065,C
"""Nanoha Takamachi"" Aria Liese",93,NA/W12-066,C
"Nanoha, Blessing",93,NA/W12-067,C
"Yuuno, Archaeologist",93,NA/W12-068,C
"Nanoha, No Holds Barred!",93,NA/W12-069,C
Extreme Range Artillery Fire,93,NA/W12-072,C
"Gil Graham, Battle-hardened Fighter",93,NA/W12-088,C
"Reinforce, the World's Most Fortunate Magic Book",93,NA/W12-089,C
Shamal of the Yagami Household,93,NA/W12-090,C
Aria Liese & Rotte Liese,93,NA/W12-091,C
Hayate of the Yagami Household,93,NA/W12-092,C
Zafira of the Yagami Household,93,NA/W12-093,C
Masked Warrior,93,NA/W12-094,C
Program of Knights of Protection,93,NA/W12-097,C
Farewell to the Ideal,93,NA/W12-024,CC
Sturm Falken,93,NA/W12-025,CC
Eternal Coffin,93,NA/W12-049,CC
Get Well Soon,93,NA/W12-050,CC
I can be shot,93,NA/W12-074,CC
Heaven Roaring Smash,93,NA/W12-075,CC
Time of Awakening,93,NA/W12-099,CC
For My Beloved,93,NA/W12-100,CC
Lightning Flash,93,NA/W12-023,CR
Arc-en-ciel,93,NA/W12-048,CR
Exelion Buster,93,NA/W12-073,CR
Healing Power,93,NA/W12-098,CR
"""Wolkenritter"" Signum",93,NA/W12-003,R
"Rinis, Familiar",93,NA/W12-004,R
"""Strong Enemy"" Signum",93,NA/W12-005,R
"Signum, Warrior",93,NA/W12-006,R
Hayate & Suzuka,93,NA/W12-028,R
Alisa & Little Arf,93,NA/W12-029,R
"""Friends"" Suzuka",93,NA/W12-030,R
"Chrono, Commissioned Officer",93,NA/W12-031,R
"""Friends"" Alisa",93,NA/W12-032,R
"Nanoha, 9th Grader",93,NA/W12-053,R
"""Reunion"" Nanoha & Fate",93,NA/W12-054,R
"Vita, Knight of the Bok of Darkness",93,NA/W12-056,R
Hayate in Infirmary,93,NA/W12-078,R
Leti Lowran,93,NA/W12-079,R
"Shamal, Knight of the Lake",93,NA/W12-080,R
"""Wolkenritter"" Shamal",93,NA/W12-082,R
"""Big Sister"" Alicia",93,NA/W12-001,RR
"""Lightning"" Fate",93,NA/W12-002,RR
"Amy, Asura's No. 3",93,NA/W12-026,RR
"Chrono & Amy, Notable Partners",93,NA/W12-027,RR
"Vita, Crimson Iron Rider",93,NA/W12-051,RR
"""Unwavering Will"" Nanoha",93,NA/W12-052,RR
"""Master Program"" Will of the Book of the Darkness",93,NA/W12-076,RR
"Hayate, Master",93,NA/W12-077,RR
Brother and Sister on the Battlefield,93,NA/W12-101,TD
Hayate & Signum,93,NA/W12-102,TD
Irreplacable Friendship Nanoha & Fate,93,NA/W12-103,TD
Nanoha & Fate & Hayate in Battle Outfit,93,NA/W12-104,TD
Standby. Ready,93,NA/W12-105,TD
Chrono Harlaown,93,NA/W12-G01,TD
"Linith, Temporal Dream",93,NA/W12-G02,TD
"Yuuno, Son of Scrya",93,NA/W12-G03,TD
"Presea, Remnants of Dream",93,NA/W12-G04,TD
"Vivio, Strike Arts",93,NA/W12-G05,TD
"Arf, Support Role",93,NA/W12-G06,TD
"""Operator of Time"" Kyrie",93,NA/W12-G07,TD
"Einhalt, Kaiser Arts",93,NA/W12-G08,TD
"Fate, High Speed Battle Mage",93,NA/W12-G09,TD
"Nanoha, Gunnery Mage",93,NA/W12-G10,TD
Goodbye Rinis,93,NA/W12-G11,TD
Method to Return to the Future,93,NA/W12-G12,TD
"""Yagami Household"" Reinforce",93,NA/W12-G13,TD
"Aria Liese & Lotte Liese, Twin Familiars",93,NA/W12-G14,TD
"Vita, Goblin",93,NA/W12-G15,TD
"Shamal, Strategist",93,NA/W12-G16,TD
"""Guardian of Destiny"" Amitie",93,NA/W12-G17,TD
"Zafira, Quiet Type",93,NA/W12-G18,TD
"Signum, Battle Mania",93,NA/W12-G19,TD
Unbreakable Darkness,93,NA/W12-G20,TD
"Thoma, Black Knight Mode",93,NA/W12-G21,TD
"Hayate, Magic Knight",93,NA/W12-G22,TD
Lord de Arche,93,NA/W12-G23,TD
Stern the Destructor,93,NA/W12-G24,TD
Levi the Slasher,93,NA/W12-G25,TD
Sisters' Making-Up,93,NA/W12-G26,TD
Resurrection of de Arche!,93,NA/W12-G27,TD
Confused Fate,93,NA/W12-T01,TD
"Signum, Knight of Sword",93,NA/W12-T02,TD
Fate Vs. Signum,93,NA/W12-T03,TD
"Precia, Kind Monther",93,NA/W12-T04,TD
Playing Fate & Arf,93,NA/W12-T05,TD
Signum of Yagami Household,93,NA/W12-T06,TD
Sonic Form Fate,93,NA/W12-T07,TD
Sturm Falken,93,NA/W12-T08,TD
"Reinforce, the World's Most Fortunate Magic Book",93,NA/W12-T09,TD
Shamal of Yagami Household,93,NA/W12-T10,TD
"Gil Graham, Battle-hardened Fighter",93,NA/W12-T11,TD
Hayate of Yagami Household,93,NA/W12-T12,TD
Zafira of Yagami Household,93,NA/W12-T13,TD
Curse of the Book of Darkness,93,NA/W12-T14,TD
For My Beloved,93,NA/W12-T15,TD
"Signum, Knight of Sword",93,NA/W12-008,U
"Fate, 9th Grader",93,NA/W12-009,U
"""Friends"" Fate",93,NA/W12-010,U
Sonic Form Fate,93,NA/W12-011,U
"""Piercing"" Arf",93,NA/W12-012,U
Introducing CVK792,93,NA/W12-020,U
Thoughts to the Lord,93,NA/W12-021,U
"Fate, First Time at the School",93,NA/W12-033,U
"Alisa, Divider",93,NA/W12-034,U
Mariel Atenza,93,NA/W12-035,U
Buddy Quartet,93,NA/W12-036,U
"Chrono, Power to Change the Future",93,NA/W12-037,U
Home Visit,93,NA/W12-045,U
Memories of a Day Far Away,93,NA/W12-046,U
Nanoha Vs. Vita,93,NA/W12-058,U
Yuuno Scrya,93,NA/W12-060,U
"Yuuno, Rear Support",93,NA/W12-061,U
Vita of the Yagami Household,93,NA/W12-062,U
Magic Training,93,NA/W12-070,U
Present from Hayate,93,NA/W12-071,U
"Yukie Ishida, Physician in Charge for Hayate",93,NA/W12-083,U
"""Wolkenritter"" Zafira",93,NA/W12-084,U
"Zafira, Shield Guardian Beast",93,NA/W12-085,U
"Hayate, 9th Grader",93,NA/W12-086,U
"""Assisting Strong Ones"" Reinforce",93,NA/W12-087,U
Curse of the Book of the Darkness,93,NA/W12-095,U
Mirror of Travels,93,NA/W12-096,U
"Kyon & Mikuru, Time Travel",95,SY/WE09-06,R
Kyon & Koizumi,95,SY/WE09-01,C
"Koizumi, Talking about Stars",95,SY/WE09-02,C
"Kyon, Looking Up at the Sky",95,SY/WE09-03,C
"Kyon's Little Sister, 5th Grader",95,SY/WE09-04,C
"Tsuruya-san, Energetic Senpai",95,SY/WE09-08,C
"Mikuru, Part-Time Job",95,SY/WE09-09,C
"Mikuru, Flower Viewing",95,SY/WE09-10,C
"Mikuru, Cicada Catching Competition",95,SY/WE09-11,C
Guiding Role,95,SY/WE09-12,C
"Haruhi, Girl Who Changes the World",95,SY/WE09-16,C
Haruhi in Swimsuits,95,SY/WE09-17,C
"Haruhi, Summer Festival",95,SY/WE09-18,C
I Am Here,95,SY/WE09-20,C
End of Summer,95,SY/WE09-21,C
"Nagato, Standby Mode",95,SY/WE09-25,C
"Nagato, Flower Viewing",95,SY/WE09-26,C
